Short name,,4G_ECGI,RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],PS handover success rate [LTE Intra System] [CDBH],PS handover success rate [LTE Inter System] [CDBH],CSFB Redirection Success Rate [CDBH],E-UTRAN Average CQI [CDBH],MV_Average number of used DL PRBs [CDBH],VoLTE ERAB Setup Success Rate [CBBH],VoLTE Drop Call Rate [CBBH]],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],VoLTE Intra-LTE Handover Success Ratio [CBBH],VoLTE Inter-Frequency Handover Success Ratio [CBBH],UL RSSI [CBBH],MV_4G Data Volume_GB,VoLTE Traffic,Radio NW Availability
,25-Apr-23,404-02-720030-12,99.51,99.79,,1420.7,51.54,97.32,100,100,7.45,92.53,99.57,0,0.07,0.1,,100,100,-103.46,34.57,20.96,25.04
,26-Apr-23,404-02-720030-12,99.61,99.75,,1945.66,136.78,99.06,99.19,100,7.98,94.75,100,0,0.1,0.05,,100,100,-102.61,109.91,59.11,93.27
,27-Apr-23,404-02-720030-12,99.5,99.83,,3145.39,163.58,98.29,100,100,8.39,88,100,0,0.13,0.08,,98.59,100,-103.13,121.17,61.68,100
PB_E_T2_HS_UFS030C_C,23-Apr-23,404-02-720030-13,99.81,99.91,,5734.44,395.76,100,100,100,8.48,67.42,100,0,0,0.01,,100,100,-102.94,66.11,32,99.98
,24-Apr-23,404-02-720030-13,99.71,99.95,,9756.35,450.08,100,97.73,100,8.79,39.95,100,0,0.24,0.07,,96.55,96,-103.65,23.85,9.97,59.3
,25-Apr-23,404-02-720030-13,99.78,99.88,,7550.34,248.07,100,100,100,8.68,66.35,100,0,0.03,0.06,,100,100,-102.45,27.29,10.92,25.04
,26-Apr-23,404-02-720030-13,99.76,99.69,,5433.79,229.58,100,100,100,8.32,67.85,100,0,0.16,0.01,,100,100,-101.35,49.72,23.15,93.27
,27-Apr-23,404-02-720030-13,99.91,99.98,,6466.1,397.25,100,100,100,8.91,63.65,100,0,0.01,0.02,,100,100,-100.86,58.47,29.02,100
PB_E_T2_HS_UFS035A_A,23-Apr-23,404-02-700035-11,99.93,99.93,,8247.35,245.83,94.44,100,100,8.52,40.7,100,0,1.32,0.06,,100,100,-102.8,34.4,14.81,100
,24-Apr-23,404-02-700035-11,99.36,99.86,,7672.05,412.45,97.06,100,100,8.28,51.73,99.26,0,0.38,0.11,,100,100,-104.68,32.84,13.89,100
,25-Apr-23,404-02-700035-11,99.82,99.38,,6648.67,275.19,97.83,100,100,8.62,54,100,0,0,0.01,,100,100,-104.12,35.01,17.63,100
,26-Apr-23,404-02-700035-11,99.95,100,,9534.18,287.52,100,100,100,8.16,38.52,100,0,0.08,0.04,,100,100,-104.34,30.42,15.11,100
,27-Apr-23,404-02-700035-11,100,99.82,,10506.89,325.52,98.61,100,100,8.37,38.17,100,0,0.07,0.02,,100,100,-99.62,39.19,16.69,100
PB_E_T2_HS_UFS035B_B,23-Apr-23,404-02-700035-12,99.74,99.72,,18359.52,476.51,100,100,,10.76,22.73,100,0,0.2,0.02,,100,100,-100.35,22.8,15.25,100
,24-Apr-23,404-02-700035-12,99.94,99.88,,13086.83,976.86,100,100,100,10.09,25.32,98.31,0,0.33,0.03,,97.01,91.67,-102.15,27.88,19.83,100
,25-Apr-23,404-02-700035-12,99.89,99.77,,15254.17,476.83,100,100,100,10.36,27.82,100,0,0.16,0.01,,100,100,-101.89,26.11,18.1,100
,26-Apr-23,404-02-700035-12,99.92,99.86,,12711.03,571.37,100,100,,10.65,24.07,100,0,0.17,0.22,,100,100,-99.91,27.77,16.79,100
,27-Apr-23,404-02-700035-12,99.94,99.94,,12407.35,527.74,100,100,100,10.46,32.12,100,0,0.01,0.01,,100,100,-98.97,24.87,22.03,100
PB_E_T2_HS_UFS035C_C,23-Apr-23,404-02-700035-13,99.81,99.8,,2233.82,157.55,100,99.26,100,7.85,89.22,99.22,0,0.19,0.02,,98,100,-104.87,82.35,21.56,100
,24-Apr-23,404-02-700035-13,99.87,99.49,,2155.49,182.53,100,100,100,8.24,93.83,100,0,0.06,0.1,,100,100,-105.27,80.5,28.46,100
,25-Apr-23,404-02-700035-13,99.73,99.75,,3106.84,93.85,96.55,98.84,100,8.43,90.6,100,1.2,0.37,0.05,,100,100,-104.98,85.61,25.48,100
,26-Apr-23,404-02-700035-13,99.77,99.74,,3255.07,238.59,100,97.02,100,8.33,86.7,99.09,0,0.18,0.24,,100,100,-104.95,82.82,25.47,100
,27-Apr-23,404-02-700035-13,99.88,99.85,,2727.12,224.53,94.44,99.21,100,8.51,89.17,100,0,0.17,0.02,,100,100,-105.39,77.33,25.34,100
PB_E_T2_HS_UFS036A_A,23-Apr-23,404-02-704036-11,99.7,99.86,,4594.11,313.19,98.01,100,100,7.92,75.62,99.57,0,0.29,0.04,,100,100,-105.46,88.48,32.31,93.75
,24-Apr-23,404-02-704036-11,99.58,99.81,,2945.41,109,98.31,98.79,100,8.3,90.83,99.59,0,0.21,0.03,,98.48,98.12,-105.74,109.58,80.53,99.99
,25-Apr-23,404-02-704036-11,99.9,99.84,,3188.62,187.45,99.12,99.68,100,8.31,89.75,99.7,0,0.26,0.03,,100,100,-103.18,110.42,73.99,100
,26-Apr-23,404-02-704036-11,99.77,99.87,,3217.43,209.29,98.63,99.47,100,8.42,89.72,99.84,0.21,0.2,0.08,,98.68,98.33,-103.98,111.13,80.87,99.96
,27-Apr-23,404-02-704036-11,99.83,99.89,,2415.29,192.09,98.29,98.91,100,8.41,95,99.61,0,0.49,0.05,,100,100,-103.02,110.98,76.59,100
PB_E_T2_HS_UFS036B_B,23-Apr-23,404-02-704036-12,99.81,99.86,,4898.13,251.15,99.2,99.26,100,8.28,80.17,100,0,0.55,0.04,,98.84,100,-105.27,71.09,28.84,93.75
,24-Apr-23,404-02-704036-12,99.91,99.91,,4563.74,253.13,99.14,100,100,8.52,80.83,100,0,0.57,0.16,,98.94,98.68,-103.6,90.7,68.95,99.99
,25-Apr-23,404-02-704036-12,99.89,99.92,,4235.35,287.03,98.56,99.44,100,8.33,84.65,100,0,1.05,0.07,,99.07,98.85,-103.6,90.35,71.79,100
,26-Apr-23,404-02-704036-12,99.69,99.89,,3864.43,305.46,99.49,99.45,100,8.64,83.38,99.78,0,0.41,0.07,,100,100,-103.7,87.06,63.21,99.96
,27-Apr-23,404-02-704036-12,99.81,99.66,,2570.44,283.64,100,100,100,8.5,93.9,100,0,0.5,0.08,,97.2,96.55,-103.86,99.19,66.87,100
PB_E_T2_HS_UFS036C_C,23-Apr-23,404-02-704036-13,99.9,99.8,,5386.3,312.37,99.6,92.45,100,8.13,70.12,100,0,0.14,0.02,,100,100,-103.51,73.57,26.23,93.75
,24-Apr-23,404-02-704036-13,99.95,99.91,,4809.37,223.67,99.45,100,100,7.96,71.2,100,0,0.22,0.09,,100,100,-102.45,68.31,30.76,99.99
,25-Apr-23,404-02-704036-13,99.81,99.97,,6650.73,192.83,99.48,100,100,8.15,62.4,100,0,0.09,0.07,,100,100,-102.42,76.41,33.71,100
,26-Apr-23,404-02-704036-13,99.93,99.77,,8889.55,217.3,99.66,98.36,100,9.32,54.7,100,0,0.05,0.02,,100,100,-102.21,72.01,38.34,99.96
,27-Apr-23,404-02-704036-13,99.89,100,,9001.14,289.81,99.49,100,100,8.43,49.83,100,0,0.04,0.01,,100,100,-104.3,65.95,31.6,100
PB_E_T2_HS_UFS039A_A,23-Apr-23,404-02-710039-11,100,98.96,,41800.25,486.86,100,100,100,12.99,5.1,100,0,0.17,0.05,,100,100,-101.32,5.65,1.16,100
,24-Apr-23,404-02-710039-11,100,100,,18108.5,642.16,100,100,100,11.01,11.1,100,0,0.03,0,,100,,-100.2,6.24,2.42,100
,25-Apr-23,404-02-710039-11,100,99.46,,25751.54,473.13,100,100,,11.19,5.88,100,0,0.08,0,,100,,-101.58,5.52,2.14,100
,26-Apr-23,404-02-710039-11,100,100,,17818.41,245.3,100,100,,11.25,7.72,100,0,0,0.01,,100,100,-100.19,4.3,1.78,100
,27-Apr-23,404-02-710039-11,100,99.26,,9141.85,1164.56,100,100,,12.69,10.45,100,0,0,0.01,,,,-100.1,6.54,2.31,100
PB_E_T2_HS_UFS039B_B,23-Apr-23,404-02-710039-12,99.8,99.94,,7917.56,195.48,100,99.63,100,9.3,56.02,99.2,0,0.12,0.07,,94.03,93.94,-105.84,65.14,12.06,100
,24-Apr-23,404-02-710039-12,100,99.78,,10112.63,195.91,100,89.35,100,9.55,49,100,0,0.08,0.02,,100,100,-105.41,61.24,12.11,100
,25-Apr-23,404-02-710039-12,99.43,99.77,,9699.01,197.22,100,97.69,100,9.73,47.83,100,,0,0,,,,-100.23,56.95,13.96,100
,26-Apr-23,404-02-710039-12,99.81,99.47,,9043.66,246.01,91.67,97.25,100,9.88,43.9,100,0,0.03,0.02,,100,100,-104.36,62.3,12.81,100
,27-Apr-23,404-02-710039-12,99.8,99.42,,9869.9,279.78,100,98.44,100,9.97,53.77,100,0,0.07,0.07,,100,100,-105.46,60.57,10.91,100
PB_E_T2_HS_UFS039C_C,23-Apr-23,404-02-710039-13,99.82,99.73,,7517.41,367.16,100,97.57,100,7.98,39.12,100,1.56,0.12,0.51,,96.75,96.58,-108.93,44.63,13.24,100
,24-Apr-23,404-02-710039-13,99.66,99.52,,5729.87,217.1,100,99.47,100,7.76,49.42,100,0,0.12,0.16,,97.71,97.7,-110.67,43.08,12.15,100
,25-Apr-23,404-02-710039-13,99.64,99.75,,4446.74,613,100,98.63,100,7.75,50.27,100,0,0.03,0.07,,95.59,95.59,-106.49,44.65,11.34,100
,26-Apr-23,404-02-710039-13,99.82,99.98,,7042.58,254.77,100,97.52,100,7.96,44.5,100,0,0.15,0.07,,97.59,97.56,-108.08,45.32,8.89,100
,27-Apr-23,404-02-710039-13,99.61,99.89,,7414.94,201.93,100,99.07,100,8.04,42.5,100,0,0.15,0.47,,98.45,98.45,-108.43,47.32,9.5,100
PB_E_T2_HS_UFZ007A_A,23-Apr-23,404-02-700007-11,99.67,99.19,,6628.82,128.76,91.67,99.25,100,8.73,60.62,100,0,0.08,0.03,,100,100,-107.04,50.81,11.03,84.78
,24-Apr-23,404-02-700007-11,99.92,99.79,,25805.9,235.29,100,100,100,9.2,33.6,100,0,0.07,0.01,,100,100,-107.37,49.6,12.9,85.32
,25-Apr-23,404-02-700007-11,99.4,99.19,,4225.63,160.02,100,99.42,100,7.87,66.83,100,0,0.13,0.02,,97.1,96.43,-109.4,49.83,12.85,89.5
,26-Apr-23,404-02-700007-11,99.83,99.16,,4133.11,155.81,96.88,93.86,100,8.13,65.2,100,0,0.05,0.1,,100,100,-108.61,49.53,15.08,89.6
,27-Apr-23,404-02-700007-11,99.58,99.81,,3894.8,158.54,100,99.26,100,8.04,78.42,99.19,0,0.12,0.02,,100,100,-108.26,57.22,13.95,96.89
PB_E_T2_HS_UFZ007B_B,23-Apr-23,404-02-700007-12,99.94,99.59,,5745.48,241.51,100,96.15,100,9.51,79.65,100,0,0.04,0.11,,100,100,-101.54,94.52,35.25,84.78
,24-Apr-23,404-02-700007-12,99.99,99.33,,4124.59,736.49,100,97.44,100,11.15,93.7,100,0,0.03,0.01,,97.96,97.14,-102.85,138.7,59.16,85.31
,25-Apr-23,404-02-700007-12,99.99,99.64,,5279.61,535.45,97.92,100,100,11.29,86.6,100,0,0.01,0.01,,100,100,-103.27,180.01,83.79,89.5
,26-Apr-23,404-02-700007-12,99.98,99.71,,9286.36,518.29,97.3,100,100,11.3,80.62,100,0,0.01,0.01,,100,100,-102.32,199.69,87.14,89.6
,27-Apr-23,404-02-700007-12,100,99.68,,3680.89,358.8,96.59,99.06,100,10.93,94.83,100,0,0,0.01,,100,100,-101.6,224.63,90.1,96.89
PB_E_T2_HS_UFZ007C_C,23-Apr-23,404-02-700007-13,99.97,99.55,,3503.56,139.03,99.51,97.88,100,8.96,85.92,99.74,0,0.04,0.08,,98.7,98.48,-108.47,112.84,59.35,84.78
,24-Apr-23,404-02-700007-13,99.94,99.64,,2983.82,98.82,100,97.55,100,8.55,90.1,100,1.02,0.35,1.17,,97.7,97.41,-108.8,92.61,30.77,85.31
,25-Apr-23,404-02-700007-13,99.7,99.61,,6558.59,167.38,100,95.19,100,8.07,61.27,100,0,0.27,0.6,,92.98,92.11,-113.9,61.46,18.97,89.5
,26-Apr-23,404-02-700007-13,99.41,99.48,,4863.9,123.7,100,93.49,100,8.15,76.97,100,0.61,0.17,0.31,,96.36,94.92,-113.13,65.54,16.49,89.6
,27-Apr-23,404-02-700007-13,99.46,99.86,,4182.66,98.82,100,96.78,100,7.55,79.53,100,2.63,0.3,0.22,,100,100,-112.53,79.68,19.08,96.89
PB_E_T2_HS_UFZ012A_A,23-Apr-23,404-02-703012-11,100,99.91,,4576.09,348.34,100,99.25,100,9.17,82.17,100,0,0.05,0.01,,100,100,-104.22,103.23,49.98,100
,24-Apr-23,404-02-703012-11,100,99.98,,6868.17,414.94,99.12,100,100,9.27,72.03,99.54,0,0.03,0.01,,100,100,-104.58,90.35,57.72,100
,25-Apr-23,404-02-703012-11,99.98,99.79,,5403.45,431.37,99.49,100,100,8.98,80.15,100,0,0.01,0.02,,100,100,-105.13,100.8,49.71,100
,26-Apr-23,404-02-703012-11,99.94,99.84,,6554.87,350.02,100,100,100,9.18,87.08,100,0,0,0.03,,100,100,-104.91,106.31,58.78,100
,27-Apr-23,404-02-703012-11,100,99.9,,6919.98,495.02,100,100,100,9.2,73.03,100,0,0.04,0.08,,100,100,-104.71,105.06,55.75,97.03
PB_E_T2_HS_UFZ012B_B,23-Apr-23,404-02-703012-12,100,99.88,,8295.31,354.4,100,100,100,8.4,40.58,100,0,0.27,0.03,,100,100,-106.15,26.39,12.6,100
,24-Apr-23,404-02-703012-12,99.34,100,,6412.54,399.36,99.35,100,100,8.46,48.02,100,0,0.32,0.03,,96.55,100,-104.34,27.62,13.9,100
,25-Apr-23,404-02-703012-12,100,100,,11921.74,379.09,98.96,100,,9.44,30.02,100,0,0.41,0.04,,100,100,-102.69,23.18,14.72,100
,26-Apr-23,404-02-703012-12,100,99.92,,9236.45,339.06,98.89,100,100,9.11,31.62,100,1.49,0.28,0.09,,96,100,-102.91,26.74,14.04,100
,27-Apr-23,404-02-703012-12,99.94,99.9,,5349.68,424.71,100,100,100,8.16,53.83,100,0,0.14,0.02,,96.3,100,-101.89,32.32,17.95,97.03
PB_E_T2_HS_UFZ012C_C,23-Apr-23,404-02-703012-13,100,100,,7936.68,351.36,99.29,87.5,,8.34,36.52,100,0,0.14,0.03,,100,100,-104.17,23.5,15.37,100
,24-Apr-23,404-02-703012-13,99.96,99.92,,4812.36,372.03,98.59,100,100,7.38,60.27,100,0,0.26,0.08,,100,100,-103.68,27.38,17.43,100
,25-Apr-23,404-02-703012-13,100,100,,6632.9,324.66,98.93,100,100,7.91,47.5,98.92,0,0.13,0.03,,100,100,-101.56,24.58,18.62,100
,26-Apr-23,404-02-703012-13,99.85,99.77,,5678.78,528.12,100,100,100,7.78,49.6,100,0,0.1,0.23,,100,100,-103.27,27.8,20.21,100
,27-Apr-23,404-02-703012-13,100,99.84,,3677.47,337.58,99.57,100,100,7.07,67.95,100,0,0.13,0.04,,100,100,-102.99,35.1,21.5,97.03
PB_E_T2_HS_UFZ017A_A,23-Apr-23,404-02-740017-11,99.95,99.71,,3682.4,243.67,92.98,100,100,7.96,82.28,100,0,0.04,0.01,,100,100,-102.02,64.36,14.08,100
,24-Apr-23,404-02-740017-11,99.86,98.58,,6478.73,249.43,100,100,100,8.36,70.12,100,0,0.06,0.01,,100,100,-100.96,50.16,14.69,94.79
,25-Apr-23,404-02-740017-11,100.06,99.43,,6321.71,195.25,100,100,100,8.44,63.83,100,0,0.08,0.05,,100,100,-100.63,63.25,13.96,100
,26-Apr-23,404-02-740017-11,100,99.94,,9953.15,585.45,100,100,100,8.9,69.85,100,0,0.02,0.01,,100,100,-101.03,63.52,15.23,100
,27-Apr-23,404-02-740017-11,99.89,100,,4238.88,416.37,95.45,100,100,7.43,78.47,100,0,0.14,0.03,,100,100,-101.89,65.36,16.83,99.99
PB_E_T2_HS_UFZ017B_B,23-Apr-23,404-02-740017-12,99.95,99.94,,9265.31,365.78,100,98.61,100,8.68,50.5,100,0,0.04,0.01,,100,100,-106.82,49.2,10.3,100
,24-Apr-23,404-02-740017-12,99.61,99.31,,9331.27,322.04,100,100,100,8.85,41.88,100,0,0,0.01,,100,100,-106.64,36.88,10.98,94.79
,25-Apr-23,404-02-740017-12,100,99.73,,9595.74,273.23,100,97.06,100,8.72,46,100,0,0.02,0,,100,100,-106.17,48.68,13.74,100
,26-Apr-23,404-02-740017-12,99.78,99.68,,9000.97,339.46,100,98.63,100,8.45,49.2,100,0,0,0,,100,100,-106.12,47.63,14.22,100
,27-Apr-23,404-02-740017-12,99.95,99.83,,13495.9,311.03,100,100,100,9.39,43.62,100,0,0.01,0,,100,100,-106.61,55.47,15.72,99.99
PB_E_T2_HS_UFZ017C_C,23-Apr-23,404-02-740017-13,100,99.89,,20056.25,568.61,100,100,100,10.38,73.12,100,0,0.01,0.02,,100,100,-102.92,122.06,32.61,100
,24-Apr-23,404-02-740017-13,99.97,98.8,,5562.01,362.08,100,97.53,100,9.53,82.67,100,0,0.01,0.01,,100,100,-102.63,113.29,31.64,94.79
,25-Apr-23,404-02-740017-13,99.96,99.91,,5341.08,459.2,100,99.43,100,9.38,81.05,100,0.65,0.03,0.01,,100,100,-102.06,121.45,36.17,100
,26-Apr-23,404-02-740017-13,100,99.94,,3915.38,375.33,97.5,99.46,100,8.65,88.62,100,0,0.02,0.02,,100,100,-101.84,119.1,36.34,100
,27-Apr-23,404-02-740017-13,100,99.79,,3893.02,616.63,100,99.7,100,8.94,89.42,100,0,0.05,0.01,,97.5,100,-102.99,120.34,32.44,99.99
PB_E_T2_HS_UFZ023A_A,23-Apr-23,404-02-715523-11,100,99.92,,6464.3,349.88,96.97,100,100,6.95,61.8,100,0,0.94,0.05,,100,100,-104.86,37.74,6.58,99.58
,24-Apr-23,404-02-715523-11,99.91,100,,6485.24,545.28,98.63,100,100,7.33,55.9,100,0,0.17,0.02,,100,100,-103.92,33.25,6.26,100
,25-Apr-23,404-02-715523-11,99.92,100,,6520.45,354.55,100,100,100,7.45,60.2,100,0,0.16,0.01,,100,100,-101.38,32.71,6.95,100
,26-Apr-23,404-02-715523-11,100,99.94,,7526.56,452.03,98.96,100,100,7.89,49.17,100,0,0.04,0.02,,100,100,-101.55,32.85,7.56,100
,27-Apr-23,404-02-715523-11,99.93,100,,8109.92,738.5,98.63,100,100,8.03,47.35,100,0,0.06,0.02,,100,100,-101.24,41.97,9.34,100
PB_E_T2_HS_UFZ023B_B,23-Apr-23,404-02-715523-12,99.89,99.79,,3328.36,312.79,99.09,97.01,100,8.72,88.7,100,0,0.15,0.12,,98.35,100,-106.34,121.33,57.01,99.58
,24-Apr-23,404-02-715523-12,99.88,99.74,,7396.64,375.1,98.41,96.76,100,9.46,71.5,100,0,0.05,0.07,,98.23,97.85,-105.75,101.69,49.04,100
,25-Apr-23,404-02-715523-12,99.92,99.85,,5529.94,440.21,99.05,95,100,9.58,68.3,100,0,0.12,0.13,,98.66,98.45,-106.7,95.42,41.56,100
,26-Apr-23,404-02-715523-12,99.95,99.86,,7511.78,454.81,98.15,96.62,100,9.04,67.55,100,0.49,0.04,0.03,,99.2,98.95,-105.48,96.03,46.65,100
,27-Apr-23,404-02-715523-12,99.92,99.91,,4151.97,265.15,97.75,95.31,100,8.75,80.08,100,0.51,0.14,0.15,,98.62,99.15,-107.46,90.26,44.71,100
PB_E_T2_HS_UFZ023C_C,23-Apr-23,404-02-715523-13,99.87,99.93,,12838.32,632.13,100,98.08,100,7.88,22.93,100,0,0.06,0.01,,100,100,-101.06,15.49,8.99,99.58
,24-Apr-23,404-02-715523-13,99.76,100,,10845.07,409.8,100,100,100,7.94,18.1,100,0,0,0.01,,100,100,-103.39,14.06,9.02,100
,25-Apr-23,404-02-715523-13,99.87,99.55,,12841.69,444.91,96.61,100,100,7.69,16.55,100,0,0.04,0,,100,100,-102.39,14.45,10.86,100
,26-Apr-23,404-02-715523-13,99.8,100,,11831.15,565.93,100,98.78,100,7.36,30.3,100,0,0.02,0.01,,100,100,-102.37,14.9,7.62,100
,27-Apr-23,404-02-715523-13,100,100,,9644.95,307.99,100,100,,6.74,22.62,100,0,0.06,0.02,,100,100,-102.91,15.5,6.88,100
PB_E_T2_HS_UFZ027A_A,23-Apr-23,404-02-710027-11,100,99.81,,28493.3,268.41,95.65,91.67,100,10.01,11.3,100,0,0.05,0.02,,100,100,-104.24,14.7,10.97,100
,24-Apr-23,404-02-710027-11,100,99.14,,17999.47,271.3,100,100,100,9.95,22.32,100,1.59,0.1,0.2,,100,100,-105.51,17.3,7.04,100
,25-Apr-23,404-02-710027-11,99.9,99.76,,27102.74,407.19,100,100,100,10.92,13.78,97.44,0,0.04,0,,100,100,-103.03,14.44,10.7,100
,26-Apr-23,404-02-710027-11,100,100,,21319.2,262.33,100,,,9.88,11.57,100,0,0.06,0.01,,100,100,-100.56,15.65,12.78,100
,27-Apr-23,404-02-710027-11,100,99.87,,8546.73,396.19,96.59,94.12,,8.9,28.05,100,0,0.01,0.02,,100,100,-103.91,16.08,10.1,100
PB_E_T2_HS_UFZ027B_B,23-Apr-23,404-02-710027-12,99.86,99.84,,13045.41,403.18,70.77,100,,10.39,31.4,98.73,0,0.06,0.01,,100,100,-104.57,30.32,12.01,100
,24-Apr-23,404-02-710027-12,99.87,99.85,,8247.21,385.87,82.76,98.78,,9.92,43.3,100,0,0.08,0.01,,100,100,-105.48,26.16,8.53,100
,25-Apr-23,404-02-710027-12,100,100,,11897.6,392.31,95.88,100,,10.21,32.73,100,0,0.02,0.01,,100,100,-106.05,24.85,9.73,100
,26-Apr-23,404-02-710027-12,100,100,,13383.16,454.22,95.89,88.46,,10.18,47.42,97.92,0,0.11,0.06,,100,100,-105.84,24.98,9.5,100
,27-Apr-23,404-02-710027-12,99.9,99.83,,6890.83,250.65,97.22,100,,9.39,53,100,0,0.06,0.01,,100,100,-103.77,28.91,9.65,100
PB_E_T2_HS_UFZ027C_C,23-Apr-23,404-02-710027-13,99.93,99.92,,7779.78,315.64,90.24,100,100,9.4,40.42,100,0,0.05,0.07,,95.83,95.65,-106.64,29.82,8.23,100
,24-Apr-23,404-02-710027-13,100,100.06,,17402.66,137.61,94.44,93.75,,10.07,26.43,100,0,0.11,0.04,,100,100,-106.88,32.95,9.45,100
,25-Apr-23,404-02-710027-13,99.9,99.94,,15053.38,282.59,96,96.97,100,10.13,31.77,100,0,0.05,0.02,,100,100,-108.65,37.17,18.07,100
,26-Apr-23,404-02-710027-13,99.94,100,,13519.79,346.67,87.5,98.48,100,9.71,34.35,100,0,0.09,0.06,,100,100,-105.72,38.6,13.85,100
,27-Apr-23,404-02-710027-13,99.95,99.92,,12960.9,270.32,100,96.97,100,10.27,36.4,100,0,0.06,0.04,,100,100,-106.16,41.8,9.97,100
PB_E_T2_HS_UFZ043A_A,23-Apr-23,404-02-700143-11,100,100,0,14312.45,357.7,100,97.96,,8.99,30.1,100,0,0.25,0.2,,100,100,-103.7,21.83,2.95,100
,24-Apr-23,404-02-700143-11,100,100,0.38,18098.92,331.83,100,97.49,,9.79,17.85,100,0,0,0,,100,100,-103.28,14.66,2.45,100
,25-Apr-23,404-02-700143-11,99.65,99.62,0.08,12141.58,262.96,100,99.32,100,9.19,21.77,100,0,0.04,0.01,,100,100,-105.11,15.24,2.19,98.86
,26-Apr-23,404-02-700143-11,100,99.59,0,18575.79,410.5,100,100,,10.44,15.1,100,0,0.04,0.03,,100,100,-105.88,15.88,2.87,99.99
,27-Apr-23,404-02-700143-11,100,100,0,19199.69,235.36,100,99,100,10.28,22.98,100,0,0,0,,100,100,-104.66,19.39,2.21,100
PB_E_T2_HS_UFZ043B_B,23-Apr-23,404-02-700143-12,100,100,0,32014.54,395.89,100,100,,10.61,13.62,100,0,0.05,0.03,,100,100,-103.1,23.07,1.9,100
,24-Apr-23,404-02-700143-12,99.43,98.71,0.14,21144.8,893.81,100,100,100,11.09,18.25,100,0,0.01,0,,100,100,-103.28,20.16,2.64,100
,25-Apr-23,404-02-700143-12,100,99.31,0.28,17450.1,434.1,100,98.95,,10.8,23.05,100,0,0,0,,100,100,-102.87,16.05,2.14,98.86
,26-Apr-23,404-02-700143-12,99.71,99.68,0,16652.02,476.75,100,100,100,10.34,23.7,100,0,0,0.01,,100,100,-102.93,15.68,1.29,99.99
,27-Apr-23,404-02-700143-12,100,99.28,0,21957.17,589.09,100,100,,11.22,15.88,100,0,0.07,0.01,,100,100,-102.45,17.51,1.62,100
PB_E_T2_HS_UFZ043C_C,23-Apr-23,404-02-700143-13,100,98.97,0,17531.73,459.05,100,98.15,,9.7,10.32,100,0,0.02,0.04,,100,100,-101.92,8.24,0.9,100
,24-Apr-23,404-02-700143-13,100,100,0,36259.48,626.75,100,100,100,9.96,7.38,100,0,0,0.01,,100,100,-103.22,7.6,1.88,100
,25-Apr-23,404-02-700143-13,99.48,98.06,0.21,20639.91,308.37,100,100,,9.82,8.6,100,0,0.05,0.02,,100,100,-103.5,6.51,1.42,98.86
,26-Apr-23,404-02-700143-13,100,98.88,0.41,40174.36,324,100,97.73,100,10.94,7.92,100,0,0.16,0.09,,100,100,-105.77,7.92,0.61,99.99
,27-Apr-23,404-02-700143-13,100,99.64,0,21900.24,1389.34,100,100,,10.29,11.7,100,0,0,0.07,,100,,-103.29,9.24,2.57,100
PB_E_T2_HS_UFZ045A_A,23-Apr-23,404-02-710045-11,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-710045-11,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-710045-11,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-710045-11,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-710045-11,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_HS_UFZ045B_B,23-Apr-23,404-02-710045-12,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-710045-12,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-710045-12,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-710045-12,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-710045-12,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_HS_UFZ045C_C,23-Apr-23,404-02-710045-13,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-710045-13,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-710045-13,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-710045-13,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-710045-13,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_HS_UFZ046A_A,23-Apr-23,404-02-710146-11,99.87,100,,18600.59,638.62,100,97.93,100,9.59,30.12,100,0,0.06,0.12,,100,100,-108.9,41.07,10.47,84.38
,24-Apr-23,404-02-710146-11,99.95,99.98,,19099.94,491.18,98.63,99.3,100,10.35,25.27,99.31,0,0.08,0.02,,100,100,-107.24,14.86,5.31,49.43
,25-Apr-23,404-02-710146-11,99.97,99.82,,14426.4,243.43,98.65,97.34,100,9.48,32.7,100,0,0.06,0.02,,100,100,-106.43,34.03,7.81,55.58
,26-Apr-23,404-02-710146-11,99.92,100,,18991.19,385.88,98.18,100,100,10.41,30.77,100,0,0.06,0.01,,100,100,-105.98,52.45,17.17,100
