"Short name",,"4G_ECGI","Radio NW Availability","E-UTRAN Average CQI [CDBH]","UL User Throughput_Kbps [CDBH]","VoLTE Traffic_24Hrs","UL PUCCH SINR [CDBH]","Data Volume DL - Total [MB] [CDBH]","RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","VoLTE DCR_Nom [CBBH]","VoLTE DCR_Denom [CBBH]","VoLTE DCR [CBBH]","PS handover success rate [LTE Intra System] [CDBH]","VoLTE SRVCC SR_Nom [CBBH]","VoLTE SRVCC SR_Denom [CBBH]","VoLTE SRVCC SR [CBBH]","VoLTE ERAB Setup Success Rate [CBBH]","VoLTE SRVCC SR_Denom","VoLTE SRVCC SR","DL User Throughput_Kbps [CDBH]","Average number of used DL PRBs [CDBH]","Average UE Distance_KM [CDBH]","VoLTE Packet Loss DL [CBBH]","VoLTE Packet Loss UL [CBBH]","4G Data Volume_L1800 [GB]","4G Data Volume_L900 [GB]","MV_4G Data Volume_GB_TDD","4G Data Volume_L2100 [GB]","MV_4G Data Volume_GB","4G Data Volume [GB]","PS Drop Call Rate % [CDBH]"
,"13 Jan 23","405-52-820690-13",99.88,10.70,175.15,45.65,0.51,4129.27,99.85,99.55,0.00,211.00,0.00,100.00,0.00,0.00,,99.48,0.00,,18076.62,27.98,0.196,0.30,0.33,,,45.21,,45.2114,45.21,0.00
,"14 Jan 23","405-52-820690-13",100.00,10.16,478.68,46.00,5.50,4399.66,100.00,99.71,0.00,126.00,0.00,100.00,0.00,0.00,,100.00,0.00,,13327.89,41.42,0.176,0.03,0.03,,,54.44,,54.4402,54.44,0.00
,"15 Jan 23","405-52-820690-13",100.00,10.12,631.96,44.62,5.84,3920.38,100.00,99.94,0.00,100.00,0.00,100.00,0.00,0.00,,100.00,0.00,,13656.13,38.98,0.178,0.02,0.03,,,54.71,,54.7141,54.71,0.00
"BH_ZQ_T2_HS_BSSZB-01A_A","11 Jan 23","405-52-820258-11",99.99,7.90,161.90,18.45,-0.16,3119.79,99.21,98.72,0.00,109.00,0.00,99.56,0.00,0.00,,100.00,0.00,,5190.86,61.88,0.541,0.12,0.05,,,42.37,,42.3676,42.37,
,"12 Jan 23","405-52-820258-11",97.88,6.81,51.40,8.86,-1.39,2388.64,99.80,99.53,1.00,149.00,0.67,97.62,0.00,0.00,,100.00,0.00,,2226.67,72.47,0.337,8.25,9.99,,,8.65,,8.6548,8.65,
,"13 Jan 23","405-52-820258-11",99.92,7.69,163.04,16.34,0.30,2927.88,99.85,99.19,0.00,90.00,0.00,99.82,0.00,0.00,,100.00,0.00,,4660.09,60.30,0.379,0.37,0.14,,,36.22,,36.2231,36.22,0.00
,"14 Jan 23","405-52-820258-11",99.99,7.67,233.20,14.24,3.90,3715.06,99.76,99.81,0.00,83.00,0.00,99.56,0.00,0.00,,100.00,0.00,,3518.87,74.85,0.487,0.22,0.07,,,43.41,,43.4149,43.41,0.00
,"15 Jan 23","405-52-820258-11",99.99,7.62,265.59,13.17,4.47,4092.17,100.00,99.29,0.00,81.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2551.37,82.50,0.435,0.29,0.21,,,45.30,,45.3023,45.30,
"BH_ZQ_T2_HS_BSSZB-01B_B","11 Jan 23","405-52-820258-12",100.00,10.29,250.90,55.23,3.08,9676.77,99.95,99.83,2.00,160.00,1.25,97.30,0.00,0.00,,100.00,0.00,,11448.92,64.45,0.369,0.25,0.58,,,113.43,,113.4270,113.43,0.00
,"12 Jan 23","405-52-820258-12",97.88,10.35,200.88,41.93,1.11,11137.27,99.90,99.65,0.00,251.00,0.00,89.19,0.00,0.00,,100.00,0.00,,6032.22,88.83,0.434,0.10,0.12,,,103.52,,103.5221,103.52,0.00
,"13 Jan 23","405-52-820258-12",99.92,10.73,190.31,41.16,2.22,8083.37,99.92,99.43,0.00,225.00,0.00,98.21,0.00,0.00,,100.00,0.00,,7929.52,66.50,0.469,0.05,0.32,,,107.70,,107.7033,107.70,0.00
,"14 Jan 23","405-52-820258-12",99.99,10.00,500.95,35.84,4.27,7221.37,100.00,99.49,0.00,200.00,0.00,99.39,0.00,0.00,,100.00,0.00,,7843.33,67.85,0.452,0.04,0.03,,,98.32,,98.3213,98.32,0.00
,"15 Jan 23","405-52-820258-12",99.99,10.00,303.79,40.16,4.45,8824.12,99.91,99.67,0.00,207.00,0.00,99.19,0.00,0.00,,100.00,0.00,,5520.32,79.05,0.474,0.02,0.03,,,117.23,,117.2301,117.23,0.00
"BH_ZQ_T2_HS_BSSZB-01C_C","11 Jan 23","405-52-820258-13",99.99,7.25,202.71,15.29,0.97,3590.01,99.81,99.66,1.00,96.00,1.04,98.86,0.00,0.00,,100.00,0.00,,2329.44,82.67,0.337,0.60,0.14,,,45.65,,45.6544,45.65,0.00
,"12 Jan 23","405-52-820258-13",97.88,6.67,37.50,10.64,-1.24,2173.09,99.60,99.56,0.00,163.00,0.00,98.60,0.00,0.00,,99.59,0.00,,1712.47,75.12,0.318,6.77,11.23,,,8.22,,8.2174,8.22,
,"13 Jan 23","405-52-820258-13",99.92,7.81,92.89,14.61,-0.09,2757.75,99.70,99.72,0.00,131.00,0.00,99.82,0.00,0.00,,100.00,0.00,,4274.13,60.67,0.481,0.54,0.85,,,32.19,,32.1934,32.19,0.00
,"14 Jan 23","405-52-820258-13",99.99,8.36,270.99,13.98,3.62,3599.52,99.77,99.51,0.00,107.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7175.61,57.10,0.458,0.10,0.04,,,40.30,,40.3029,40.30,
,"15 Jan 23","405-52-820258-13",99.99,7.09,312.04,14.33,4.46,3934.75,100.00,99.26,0.00,76.00,0.00,99.67,0.00,0.00,,100.00,0.00,,1712.24,92.78,0.364,0.04,0.02,,,51.55,,51.5524,51.55,0.00
"BH_ZQ_T2_HS_BSTAJ-01A_A","11 Jan 23","405-52-820413-11",98.83,10.22,88.99,90.51,0.96,7988.99,98.13,99.09,0.00,403.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7647.47,68.67,0.368,0.15,0.17,,,114.51,,114.5130,114.51,0.00
,"12 Jan 23","405-52-820413-11",100.00,10.53,135.91,97.49,1.63,7577.34,95.55,99.03,3.00,464.00,0.65,100.00,0.00,0.00,,99.07,0.00,,13540.67,54.12,0.476,2.25,2.02,,,68.41,,68.4107,68.41,
,"13 Jan 23","405-52-820413-11",96.62,10.29,157.24,73.25,1.70,6767.13,98.27,98.67,1.00,402.00,0.25,100.00,0.00,0.00,,100.00,0.00,,10650.28,56.02,0.427,0.11,0.07,,,82.04,,82.0443,82.04,0.00
,"14 Jan 23","405-52-820413-11",99.99,10.03,186.96,60.08,1.92,5204.46,98.17,98.70,0.00,267.00,0.00,100.00,0.00,0.00,,100.00,0.00,,11579.12,45.75,0.476,0.12,0.13,,,65.83,,65.8281,65.83,
,"15 Jan 23","405-52-820413-11",73.97,9.58,317.28,29.23,2.32,4725.71,99.15,99.21,0.00,110.00,0.00,100.00,0.00,0.00,,100.00,0.00,,13039.70,54.37,0.430,0.06,0.08,,,46.57,,46.5737,46.57,0.00
"BH_ZQ_T2_HS_BSTAJ-01B_B","11 Jan 23","405-52-820413-12",98.83,10.07,240.71,105.72,3.87,11484.80,99.54,99.71,2.00,519.00,0.39,98.68,0.00,0.00,,100.00,0.00,,4658.49,91.10,0.489,0.14,0.08,,,133.01,,133.0074,133.01,
,"12 Jan 23","405-52-820413-12",100.00,10.47,25.14,132.31,1.13,5560.61,98.78,98.87,4.00,726.00,0.55,91.15,0.00,0.00,,99.84,0.00,,7255.93,49.70,0.486,0.56,0.45,,,38.39,,38.3887,38.39,0.00
,"13 Jan 23","405-52-820413-12",96.62,10.59,208.20,81.00,2.18,9035.48,98.58,99.21,0.00,547.00,0.00,99.26,0.00,0.00,,100.00,0.00,,9323.81,70.70,0.535,0.14,0.34,,,91.00,,91.0019,91.00,0.00
,"14 Jan 23","405-52-820413-12",100.00,10.06,365.81,64.19,5.29,4850.40,99.05,99.50,0.00,342.00,0.00,100.00,0.00,0.00,,99.70,0.00,,11350.09,47.58,0.427,0.07,0.02,,,68.91,,68.9085,68.91,0.00
,"15 Jan 23","405-52-820413-12",73.97,9.82,335.12,29.23,5.32,5758.81,99.73,99.72,0.00,284.00,0.00,98.34,0.00,0.00,,100.00,0.00,,9809.92,56.90,0.392,0.08,0.05,,,50.01,,50.0116,50.01,0.00
"BH_ZQ_T2_HS_BSTAJ-01C_C","11 Jan 23","405-52-820413-13",74.00,9.51,428.97,62.45,4.73,7893.44,99.65,99.77,0.00,442.00,0.00,99.28,0.00,0.00,,99.79,0.00,,4016.30,83.45,0.312,0.09,0.08,,,78.87,,78.8656,78.87,0.00
,"12 Jan 23","405-52-820413-13",99.91,11.00,27.22,74.29,0.27,4612.57,90.34,96.12,17.00,1375.00,1.24,88.89,0.00,0.00,,99.55,0.00,,10706.47,39.75,0.438,0.90,14.55,,,29.66,,29.6554,29.66,0.00
,"13 Jan 23","405-52-820413-13",96.58,11.31,70.53,116.35,-0.01,6094.57,90.56,96.85,1.00,835.00,0.12,100.00,0.00,0.00,,100.00,0.00,,10538.25,53.05,0.434,0.29,0.31,,,43.37,,43.3681,43.37,0.00
,"14 Jan 23","405-52-820413-13",99.99,9.54,360.09,98.45,5.07,8323.55,99.56,99.77,0.00,595.00,0.00,99.15,0.00,0.00,,99.85,0.00,,3864.79,85.83,0.418,0.09,0.07,,,111.04,,111.0425,111.04,0.00
,"15 Jan 23","405-52-820413-13",73.97,10.01,509.67,54.62,5.60,9746.01,99.40,99.46,0.00,350.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3462.20,92.60,0.546,0.04,0.03,,,93.97,,93.9662,93.97,0.00
"BH_ZQ_T2_HS_BSTAJ-02A_A","11 Jan 23","405-52-820460-11",47.41,9.54,132.75,17.29,1.72,6719.88,99.88,99.91,1.00,93.00,1.08,100.00,0.00,0.00,,100.00,0.00,,8802.89,62.17,0.311,0.13,0.09,,,46.04,,46.0437,46.04,
,"12 Jan 23","405-52-820460-11",58.33,8.87,104.59,19.77,0.96,5960.09,99.22,99.62,0.00,90.00,0.00,100.00,0.00,0.00,,98.08,0.00,,6570.64,69.80,0.323,0.62,1.68,,,39.75,,39.7518,39.75,
,"13 Jan 23","405-52-820460-11",84.08,8.83,85.07,28.46,0.83,6755.21,99.85,99.59,0.00,144.00,0.00,100.00,0.00,0.00,,100.00,0.00,,4982.51,76.58,0.329,0.05,0.10,,,58.61,,58.6065,58.61,
,"14 Jan 23","405-52-820460-11",96.76,7.71,58.23,32.41,0.80,4603.25,99.85,99.44,0.00,94.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3465.76,79.38,0.387,0.02,0.03,,,56.89,,56.8859,56.89,
,"15 Jan 23","405-52-820460-11",82.99,8.60,138.05,20.09,3.04,5486.13,99.70,99.89,1.00,57.00,1.75,100.00,0.00,0.00,,100.00,0.00,,3978.49,77.15,0.314,0.05,0.06,,,42.48,,42.4789,42.48,
"BH_ZQ_T2_HS_BSTAJ-02B_B","11 Jan 23","405-52-820460-12",13.36,9.46,466.13,0.02,6.46,8.41,91.67,100.00,0.00,0.00,,,0.00,0.00,,100.00,0.00,,10172.21,7.40,0.425,0.00,0.00,,,0.02,,0.0214,0.02,
,"12 Jan 23","405-52-820460-12",6.08,11.74,181.02,0.00,0.27,1.98,100.00,100.00,0.00,0.00,,,0.00,0.00,,,0.00,,17915.82,1.93,0.777,,,,,0.00,,0.0028,0.00,
,"13 Jan 23","405-52-820460-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820460-12",67.71,8.13,249.79,14.19,2.69,2571.34,99.88,99.75,0.00,71.00,0.00,100.00,0.00,0.00,,100.00,0.00,,8229.55,41.52,0.208,0.12,0.01,,,27.50,,27.4986,27.50,0.00
,"15 Jan 23","405-52-820460-12",82.99,6.89,324.45,15.56,4.67,2715.67,99.90,99.83,0.00,59.00,0.00,97.22,0.00,0.00,,100.00,0.00,,3606.55,64.20,0.313,0.19,0.02,,,26.34,,26.3428,26.34,0.00
"BH_ZQ_T2_HS_BSTAJ-02C_C","11 Jan 23","405-52-820460-13",47.41,9.94,116.71,23.62,1.06,3253.77,99.87,99.64,0.00,64.00,0.00,100.00,0.00,0.00,,100.00,0.00,,13982.53,33.98,0.240,0.02,0.03,,,29.76,,29.7590,29.76,
,"12 Jan 23","405-52-820460-13",58.33,10.19,148.65,17.02,0.85,3453.76,99.72,99.66,0.00,117.00,0.00,100.00,0.00,0.00,,100.00,0.00,,14801.97,35.30,0.223,0.10,0.08,,,20.91,,20.9142,20.91,0.00
,"13 Jan 23","405-52-820460-13",84.08,10.41,104.52,30.52,-0.09,4440.93,99.88,98.99,1.00,123.00,0.81,100.00,0.00,0.00,,100.00,0.00,,11730.24,45.88,0.199,0.10,0.08,,,32.73,,32.7316,32.73,0.00
,"14 Jan 23","405-52-820460-13",96.76,8.72,529.64,25.92,4.16,2346.22,99.64,100.00,0.00,70.00,0.00,100.00,0.00,0.00,,100.00,0.00,,9333.86,36.12,0.266,0.09,0.03,,,32.40,,32.3965,32.40,
,"15 Jan 23","405-52-820460-13",82.99,7.22,150.23,37.77,4.75,4235.52,99.90,99.62,0.00,278.00,0.00,96.55,0.00,0.00,,100.00,0.00,,1798.82,90.10,0.390,0.11,0.04,,,40.49,,40.4891,40.49,0.00
"BH_ZQ_T2_HS_BSTEK-01A_A","11 Jan 23","405-52-820499-11",100.00,9.77,57.92,156.88,1.52,10566.97,75.37,98.12,0.00,567.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3032.42,91.28,0.359,0.04,0.16,,,178.00,,177.9960,178.00,
,"12 Jan 23","405-52-820499-11",96.72,10.50,73.17,65.74,0.78,9952.59,99.27,98.94,4.00,274.00,1.46,100.00,0.00,0.00,,98.62,0.00,,9968.65,68.60,0.333,0.28,1.06,,,67.84,,67.8393,67.84,0.00
,"13 Jan 23","405-52-820499-11",91.59,10.33,39.24,62.70,0.57,8356.39,98.03,97.09,1.00,253.00,0.40,100.00,0.00,0.00,,100.00,0.00,,9603.02,57.58,0.326,0.14,0.40,,,62.06,,62.0630,62.06,0.00
,"14 Jan 23","405-52-820499-11",99.88,9.11,302.52,61.52,5.89,8989.81,98.99,99.72,0.00,182.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1973.91,98.35,0.415,0.08,0.05,,,130.67,,130.6712,130.67,0.00
,"15 Jan 23","405-52-820499-11",100.00,9.43,372.33,69.30,5.72,10123.44,99.51,99.56,0.00,232.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2011.40,98.38,0.462,0.03,0.05,,,154.95,,154.9493,154.95,
"BH_ZQ_T2_HS_BSTEK-01B_B","11 Jan 23","405-52-820499-12",100.00,9.13,255.70,112.14,4.70,8382.76,99.85,99.53,0.00,438.00,0.00,98.14,0.00,0.00,,99.79,0.00,,3428.39,85.25,0.314,0.10,0.19,,,131.88,,131.8798,131.88,
,"12 Jan 23","405-52-820499-12",96.72,9.28,290.40,65.53,1.73,6662.98,99.76,99.74,0.00,336.00,0.00,75.00,0.00,0.00,,100.00,0.00,,8572.75,60.27,0.341,0.07,0.19,,,96.74,,96.7382,96.74,
,"13 Jan 23","405-52-820499-12",91.59,9.12,96.48,61.48,0.89,9582.82,98.92,99.29,1.00,266.00,0.38,85.71,0.00,0.00,,100.00,0.00,,8897.76,83.17,0.482,0.09,0.14,,,99.76,,99.7585,99.76,
,"14 Jan 23","405-52-820499-12",99.88,8.18,225.83,50.95,5.39,6065.71,99.77,99.85,0.00,217.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2716.18,91.58,0.515,0.09,0.09,,,94.04,,94.0440,94.04,
,"15 Jan 23","405-52-820499-12",100.00,7.81,464.13,50.27,5.35,5196.68,99.76,99.77,0.00,181.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2365.76,86.65,0.510,0.07,0.02,,,96.26,,96.2557,96.26,
"BH_ZQ_T2_HS_BSTEK-01C_C","11 Jan 23","405-52-820499-13",75.09,9.80,81.83,114.69,3.64,9148.95,37.27,97.03,0.00,824.00,0.00,99.28,0.00,0.00,,99.88,0.00,,2128.35,93.10,0.353,0.15,0.09,,,110.80,,110.8045,110.80,0.00
,"12 Jan 23","405-52-820499-13",96.63,9.92,88.21,2.73,-0.92,1067.64,97.91,94.71,2.00,22.00,9.09,,0.00,0.00,,100.00,0.00,,10584.71,16.98,1.081,14.92,26.95,,,5.93,,5.9338,5.93,
,"13 Jan 23","405-52-820499-13",91.59,9.35,40.27,3.79,-2.60,836.67,96.91,93.61,0.00,47.00,0.00,100.00,0.00,0.00,,98.18,0.00,,5397.18,22.65,1.147,5.58,3.83,,,5.86,,5.8574,5.86,
,"14 Jan 23","405-52-820499-13",100.00,6.38,168.84,5.99,5.01,1716.81,99.52,99.85,0.00,43.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3208.27,48.23,1.623,0.28,0.19,,,17.64,,17.6355,17.64,0.00
,"15 Jan 23","405-52-820499-13",100.00,7.53,135.99,7.58,4.92,2166.93,99.41,99.48,0.00,28.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5260.48,40.80,1.207,0.09,0.11,,,27.16,,27.1629,27.16,
"BH_ZQ_T2_HS_BSTGJ-03A_A","11 Jan 23","405-52-820276-11",100.00,7.43,152.92,14.59,3.46,4301.04,100.00,99.90,0.00,48.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3098.62,77.12,0.251,0.29,0.14,,,49.88,,49.8803,49.88,
,"12 Jan 23","405-52-820276-11",100.00,7.36,99.78,31.87,1.68,5821.44,99.82,99.85,0.00,96.00,0.00,,0.00,0.00,,99.63,0.00,,1558.58,93.25,0.287,0.36,0.37,,,63.80,,63.8033,63.80,
,"13 Jan 23","405-52-820276-11",100.00,6.93,76.21,41.99,3.14,5485.71,99.93,99.43,0.00,74.00,0.00,,0.00,0.00,,100.00,0.00,,874.93,98.75,0.307,0.11,0.12,,,82.42,,82.4240,82.42,
,"14 Jan 23","405-52-820276-11",99.87,7.11,49.37,22.13,1.62,3969.35,99.50,99.49,0.00,52.00,0.00,,0.00,0.00,,100.00,0.00,,1592.11,90.53,0.368,0.13,0.09,,,57.81,,57.8100,57.81,
,"15 Jan 23","405-52-820276-11",100.00,6.28,147.08,26.00,3.65,3868.14,99.62,98.48,1.00,82.00,1.22,,0.00,0.00,,100.00,0.00,,1039.68,95.35,0.310,0.59,0.04,,,61.24,,61.2405,61.24,0.00
"BH_ZQ_T2_HS_BSTGJ-03B_B","11 Jan 23","405-52-820276-12",100.00,9.60,291.01,30.07,2.92,7676.31,100.00,99.96,0.00,121.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5191.48,78.72,0.301,0.06,0.02,,,108.57,,108.5722,108.57,
,"12 Jan 23","405-52-820276-12",100.00,10.07,240.31,37.26,2.79,10280.17,99.70,99.79,0.00,125.00,0.00,50.00,0.00,0.00,,100.00,0.00,,3626.50,90.35,0.282,0.05,0.26,,,120.89,,120.8853,120.89,
,"13 Jan 23","405-52-820276-12",100.00,9.53,181.61,34.23,4.39,9643.28,99.81,99.87,0.00,183.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1813.57,97.20,0.328,0.07,0.03,,,125.10,,125.1049,125.10,
,"14 Jan 23","405-52-820276-12",99.87,9.67,512.45,10.92,5.48,3443.20,99.38,99.58,0.00,53.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7344.12,51.67,0.216,0.07,0.02,,,38.96,,38.9574,38.96,0.00
,"15 Jan 23","405-52-820276-12",100.00,11.19,876.65,7.16,8.45,3501.53,100.00,100.00,0.00,35.00,0.00,0.00,0.00,0.00,,100.00,0.00,,19735.97,31.98,0.359,0.23,0.02,,,39.58,,39.5800,39.58,
"BH_ZQ_T2_HS_BSTGJ-03C_C","11 Jan 23","405-52-820276-13",100.00,8.39,50.39,54.46,1.26,7364.82,98.51,97.88,0.00,168.00,0.00,,0.00,0.00,,100.00,0.00,,2420.28,88.03,0.390,0.57,0.23,,,105.16,,105.1589,105.16,
,"12 Jan 23","405-52-820276-13",100.00,9.82,51.95,71.22,0.08,8047.55,96.26,97.87,2.00,261.00,0.77,,0.00,0.00,,99.53,0.00,,7486.80,66.70,0.453,0.27,1.16,,,92.70,,92.7005,92.70,
,"13 Jan 23","405-52-820276-13",100.00,8.78,49.16,65.60,1.14,7178.76,98.39,98.55,0.00,287.00,0.00,,0.00,0.00,,100.00,0.00,,3773.79,81.10,0.595,0.13,0.31,,,93.83,,93.8264,93.83,
,"14 Jan 23","405-52-820276-13",99.88,8.59,114.36,60.23,4.32,7200.21,99.64,99.48,0.00,161.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1447.70,97.22,0.812,0.10,0.11,,,110.04,,110.0358,110.04,0.00
,"15 Jan 23","405-52-820276-13",100.00,8.51,229.43,48.54,6.95,6557.36,99.55,99.72,0.00,187.00,0.00,,0.00,0.00,,100.00,0.00,,2048.67,92.85,0.778,0.18,0.15,,,111.12,,111.1233,111.12,0.00
"BH_ZQ_T2_HS_BSTGJ-04A_A","11 Jan 23","405-52-820624-11",94.81,9.00,223.54,22.60,0.94,3656.62,98.53,99.86,0.00,132.00,0.00,98.18,0.00,0.00,,100.00,0.00,,9237.81,45.73,0.412,0.13,0.41,,,41.42,,41.4184,41.42,
,"12 Jan 23","405-52-820624-11",75.31,9.08,63.30,10.39,0.69,2151.72,98.92,98.81,0.00,126.00,0.00,97.25,0.00,0.00,,100.00,0.00,,12730.15,25.32,0.356,0.14,0.29,,,21.26,,21.2638,21.26,
,"13 Jan 23","405-52-820624-11",100.00,9.93,410.60,16.01,1.27,2750.66,99.86,99.71,2.00,40.00,5.00,100.00,0.00,0.00,,100.00,0.00,,18904.21,23.62,0.286,0.05,0.10,,,29.82,,29.8241,29.82,
,"14 Jan 23","405-52-820624-11",81.01,6.79,195.00,12.85,1.87,3370.09,99.72,99.38,0.00,87.00,0.00,98.67,0.00,0.00,,100.00,0.00,,1564.42,85.28,0.778,0.02,0.02,,,26.12,,26.1193,26.12,
,"15 Jan 23","405-52-820624-11",97.92,8.55,303.33,24.52,2.20,3941.72,98.86,99.93,0.00,139.00,0.00,98.46,0.00,0.00,,100.00,0.00,,7456.93,54.60,0.410,0.10,0.17,,,52.43,,52.4257,52.43,
"BH_ZQ_T2_HS_BSTGJ-04B_B","11 Jan 23","405-52-820624-12",94.81,10.21,283.77,18.28,1.68,4682.29,99.87,99.71,0.00,30.00,0.00,100.00,0.00,0.00,,100.00,0.00,,12529.91,39.17,0.283,0.19,0.03,,,45.74,,45.7377,45.74,
,"12 Jan 23","405-52-820624-12",75.31,12.33,203.82,12.66,1.29,4647.92,99.66,99.05,0.00,116.00,0.00,97.04,0.00,0.00,,100.00,0.00,,20538.41,25.68,0.225,0.16,0.11,,,32.44,,32.4448,32.44,
,"13 Jan 23","405-52-820624-12",100.00,11.56,272.65,17.55,1.58,5009.25,100.00,99.73,0.00,44.00,0.00,95.81,0.00,0.00,,100.00,0.00,,18471.29,28.27,0.251,0.30,0.02,,,44.81,,44.8057,44.81,
,"14 Jan 23","405-52-820624-12",81.00,9.95,359.80,15.35,2.18,6121.88,99.58,99.05,1.00,113.00,0.88,98.28,0.00,0.00,,100.00,0.00,,11698.66,55.42,0.314,0.38,0.14,,,43.66,,43.6625,43.66,
,"15 Jan 23","405-52-820624-12",96.19,9.93,441.61,27.00,2.11,5967.63,99.80,99.90,0.00,75.00,0.00,98.68,0.00,0.00,,100.00,0.00,,10873.90,52.48,0.317,0.39,0.01,,,65.50,,65.4994,65.50,
"BH_ZQ_T2_HS_BSTGJ-04C_C","11 Jan 23","405-52-820624-13",94.81,9.54,141.96,40.25,0.53,4122.44,99.25,99.43,0.00,204.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7547.51,55.60,0.259,0.18,0.47,,,58.09,,58.0898,58.09,
,"12 Jan 23","405-52-820624-13",75.31,11.55,220.09,18.87,-0.50,2848.51,93.21,96.48,3.00,286.00,1.05,100.00,0.00,0.00,,100.00,0.00,,17196.03,19.82,0.304,0.28,0.78,,,31.54,,31.5362,31.54,
,"13 Jan 23","405-52-820624-13",100.00,11.30,275.47,29.61,0.95,4855.97,99.74,99.72,0.00,96.00,0.00,100.00,0.00,0.00,,100.00,0.00,,17050.76,27.77,0.260,0.03,0.06,,,53.03,,53.0254,53.03,
,"14 Jan 23","405-52-820624-13",80.99,9.00,252.45,35.26,3.05,7510.89,99.74,99.88,0.00,113.00,0.00,98.15,0.00,0.00,,100.00,0.00,,2104.12,95.60,0.357,0.02,0.04,,,58.90,,58.9043,58.90,
,"15 Jan 23","405-52-820624-13",97.92,8.73,273.03,56.87,2.66,6851.79,99.80,100.00,0.00,202.00,0.00,98.36,0.00,0.00,,100.00,0.00,,2002.72,92.97,0.344,0.03,0.04,,,108.88,,108.8807,108.88,
"BH_ZQ_T2_HS_BSTKG-01A_A","11 Jan 23","405-52-820385-11",100.00,9.39,56.44,10.22,-1.75,2199.19,100.00,98.54,0.00,34.00,0.00,96.97,0.00,0.00,,100.00,0.00,,5322.74,47.75,0.320,2.10,0.32,,,20.74,,20.7427,20.74,
,"12 Jan 23","405-52-820385-11",96.49,9.21,50.36,14.40,-1.40,1589.42,99.61,96.15,0.00,38.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5249.90,38.65,0.281,4.21,1.87,,,18.71,,18.7073,18.71,
,"13 Jan 23","405-52-820385-11",100.00,8.90,80.66,14.47,0.03,1870.36,95.08,95.19,0.00,70.00,0.00,100.00,0.00,0.00,,100.00,0.00,,6372.55,39.10,0.285,3.16,5.38,,,16.84,,16.8377,16.84,0.00
,"14 Jan 23","405-52-820385-11",99.89,6.25,76.34,13.79,2.66,1551.70,98.86,99.86,0.00,58.00,0.00,98.37,0.00,0.00,,100.00,0.00,,2361.03,65.40,0.539,1.66,0.76,,,20.89,,20.8915,20.89,
,"15 Jan 23","405-52-820385-11",100.00,7.75,105.77,12.70,2.82,1775.82,98.11,99.47,0.00,49.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5576.75,43.77,0.502,1.10,0.45,,,22.08,,22.0805,22.08,
"BH_ZQ_T2_HS_BSTKG-01B_B","11 Jan 23","405-52-820385-12",100.00,7.59,214.13,21.97,7.55,3266.38,100.00,93.49,0.00,53.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5944.75,55.27,0.534,0.34,0.21,,,40.72,,40.7188,40.72,
,"12 Jan 23","405-52-820385-12",96.49,9.49,200.12,21.70,1.53,4115.92,98.54,98.69,0.00,29.00,0.00,95.00,0.00,0.00,,100.00,0.00,,11702.88,41.70,0.473,0.71,0.76,,,31.50,,31.4968,31.50,
,"13 Jan 23","405-52-820385-12",100.00,9.17,96.23,24.30,0.60,4271.00,98.80,97.23,0.00,63.00,0.00,90.91,0.00,0.00,,100.00,0.00,,7282.46,57.12,0.540,0.38,0.77,,,38.33,,38.3316,38.33,
,"14 Jan 23","405-52-820385-12",99.89,7.65,175.41,25.71,6.96,3999.94,100.00,98.81,0.00,50.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2788.91,86.38,0.606,0.13,0.17,,,42.42,,42.4203,42.42,
,"15 Jan 23","405-52-820385-12",100.00,8.11,215.70,24.66,7.91,3222.79,98.89,99.15,0.00,76.00,0.00,98.41,0.00,0.00,,100.00,0.00,,5018.71,61.45,0.457,0.17,0.19,,,41.96,,41.9610,41.96,
"BH_ZQ_T2_HS_BSTKG-01C_C","11 Jan 23","405-52-820385-13",100.00,10.08,92.71,42.65,0.93,3598.36,99.60,99.32,0.00,124.00,0.00,100.00,0.00,0.00,,100.00,0.00,,4694.37,61.83,0.487,2.58,0.99,,,48.39,,48.3943,48.39,
