Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic
,18-Mar-23,99.79,99.67,0.06,9496.52,1215.81,100,100,7.55,-116.11,0,100,100,,100,0.51,0,42.6706,0.19
,19-Mar-23,100,99.83,0.13,8486.5,1724.5,100,100,7.49,-115.99,,100,100,,100,0.84,0.1,38.2735,0.18
,20-Mar-23,100,100,0.12,5710.19,487.08,96.88,100,7.18,-116.19,0,96.77,100,,100,1.69,0,40.0025,0.24
CH_E_T2_HS_HPSC0370C_C,16-Mar-23,99.88,99.87,0.09,9058.82,416.35,96.43,,7.76,-112.98,0,100,100,100,100,0.84,1.1,60.0701,0.89
,17-Mar-23,99.85,99.44,0.1,7938.14,353.97,93.55,100,6.85,-112.96,0,99.19,98.33,100,100,8.55,10.39,63.1335,0.68
,18-Mar-23,99.65,99.72,0.22,9613.5,312.89,96.15,100,6.83,-113.59,0,100.62,98.95,100,100,0.13,0.03,66.8062,1.63
,19-Mar-23,99.96,99.78,0.14,6078.69,457.61,92.86,100,7.64,-113.64,0,93.71,100,100,100,4.9,7.15,69.827,0.56
,20-Mar-23,99.8,99.62,0.2,6440.5,628.54,19.31,100,6.55,-113.38,0,97.69,100,100,100,1.7,4.7,58.4936,0.81
CH_E_T2_HS_HPSC0371A_A,16-Mar-23,99.69,99.68,0.11,4039.93,364,94.58,100,7.35,-114.34,0,98.97,100,100,99.65,3.38,0.97,89.8867,3.52
,17-Mar-23,99.53,99.49,0.16,3905.67,408.87,96.25,100,7.31,-114.31,0,99.71,99.81,100,100,1.24,0.89,90.8676,2.82
,18-Mar-23,99.67,99.53,0.18,3171.52,427.46,98.33,100,7.4,-114.13,0,97.26,99.84,100,99.66,2.15,0.65,94.9858,3.06
,19-Mar-23,99.27,99.35,0.1,11581.18,579.28,95.22,100,8.02,-115.01,0,99.69,99.65,100,99.64,1.98,1.32,84.3003,1.76
,20-Mar-23,99.76,99.63,0.14,3319,368.03,97.48,100,7.43,-113.88,0,99.72,99.82,100,99.81,0.95,2.32,95.4607,3.05
CH_E_T2_HS_HPSC0371B_B,16-Mar-23,99.94,99.91,0.02,5921.66,884.75,96.43,,8.55,-114.49,0,98.04,100,100,99.32,0.12,0.08,93.5653,5.41
,17-Mar-23,100,99.95,0.03,6567.3,684.7,100,100,8.51,-114.93,0,100,100,100,100,0.09,0.06,113.4682,3.85
,18-Mar-23,99.86,99.86,0.09,8469.44,307.44,98.25,100,8.92,-114.97,0,99.31,100,100,100,0.08,0.5,109.3885,4.57
,19-Mar-23,99.85,99.92,0.04,6711.49,411.31,95.65,100,8.6,-115.41,0,100,99.08,100,100,0.12,0.05,111.334,4.91
,20-Mar-23,99.98,99.93,0.09,5260.68,294.01,96.3,100,8.68,-114.83,0,99.06,100,100,100,0.04,0.05,98.705,3.93
CH_E_T2_HS_HPSC0371C_C,16-Mar-23,99.9,99.79,0.08,7556.89,480.38,97.09,100,8.34,-113.27,0,98.55,100,100,98.86,1.05,0.67,93.8017,2.2
,17-Mar-23,99.86,99.72,0.12,5189.09,453.64,96.96,100,7.64,-113.48,0,99.12,100,100,98.6,1.92,0.52,96.6059,1.92
,18-Mar-23,99.61,99.56,0.11,4009.73,256.43,99.55,100,7.41,-113.23,0,99.36,100,100,99.44,1.71,0.96,102.5009,2.22
,19-Mar-23,99.78,99.86,0.09,6055.08,276.78,97.67,100,7.55,-114.07,0,100,100,100,100,0.83,2.67,104.9486,1.7
,20-Mar-23,99.36,99.4,0.14,5455.52,340.61,99.36,100,6.86,-114.16,0,100,99.35,75,98.64,0.71,0.46,99.1301,2.06
CH_E_T2_HS_HPSC0372A_A,16-Mar-23,99.9,99.92,0.06,7055.69,482.17,99.1,100,7.99,-114.2,5.88,100,100,100,99.41,0.92,1.12,62.7894,2.63
,17-Mar-23,99.91,99.9,0,8254.68,228,98.94,100,7.84,-114.79,0,100,100,100,100,0.52,3.99,57.6509,2.53
,18-Mar-23,100,99.9,0.1,7695.5,214.15,95.74,100,7.64,-115.34,0,100,100,,100,0.3,0.74,64.9759,2.19
,19-Mar-23,100,99.86,0.08,11728.86,548.6,100,100,7.98,-116.01,0,100,100,100,98.78,0.17,0.09,75.1539,1.82
,20-Mar-23,100,99.97,0.08,15219.54,583.59,75,,8.39,-114.86,0,100,100,100,99.24,0.13,2.03,57.3144,2.53
CH_E_T2_HS_HPSC0372B_B,16-Mar-23,99.95,99.84,0.1,6171.22,461.8,100,100,7.52,-114.84,0,111.83,100,100,100,1.77,7.66,55.5543,0.88
,17-Mar-23,99.97,99.97,0,9457.9,458.1,98.68,100,7.82,-116.19,0,100,100,100,100,4.96,0.75,53.0928,0.82
,18-Mar-23,99.95,99.93,0.01,11141.84,551.37,100,100,8.1,-115.26,0,103.33,100,100,100,3.28,0.41,60.0458,0.77
,19-Mar-23,100,99.76,0.04,9834.04,497.18,91.67,100,7.9,-116.28,0,100,100,100,100,2.1,0.18,64.0629,0.74
,20-Mar-23,99.97,99.96,0.02,8223.13,398.3,100,100,7.46,-116.27,0,97.78,100,100,98.7,0.83,0,44.9981,0.92
CH_E_T2_HS_HPSC0372C_C,16-Mar-23,99.97,99.96,0,26390.54,1335.66,100,100,10.92,-115.01,0,100,99.23,100,100,0.21,0.05,60.9925,1.32
,17-Mar-23,99.9,99.74,0.15,12607.52,652.49,92.31,100,8.79,-115.52,0,100,100,100,100,0.21,0.11,60.4055,2.02
,18-Mar-23,99.92,99.83,0.14,11749.42,559.76,87.5,100,9.04,-115.04,0,99.21,100,100,100,1.49,4.11,70.1608,1.11
,19-Mar-23,99.87,99.82,0.11,20705.46,1207.13,98.08,100,9.5,-115.39,0,98.98,100,,100,0.07,0.06,60.7135,1.12
,20-Mar-23,99.88,99.84,0.02,27224.79,822.62,96.15,100,9.5,-115.58,0,100,100,100,100,0.12,0.88,59.1212,1.99
CH_E_T2_HS_HPSC0373A_A,16-Mar-23,99.92,99.82,0.05,9364.3,573.57,100,100,9.43,-113.54,0,98.45,100,100,100,0.07,5.48,107.6953,2.66
,17-Mar-23,99.79,99.78,0.11,8509.51,356.94,100,100,7.87,-114.21,0,99.37,100,100,99.46,0.14,0.29,74.8946,2.09
,18-Mar-23,,,,,,,,,,,,,,,,,,
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0373B_B,16-Mar-23,99.82,99.84,0.12,10130.53,318.2,96.92,100,7.6,-112.49,0,100,98.72,,100,0.13,1.06,59.6321,1.57
,17-Mar-23,99.8,99.78,0.12,9142.69,221.89,96.88,100,7.54,-113.55,0,100,100,75,100,1.25,0.63,44.6298,1.16
,18-Mar-23,,,,,,,,,,,,,,,,,,
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0373C_C,16-Mar-23,99.93,99.75,0.06,5492.08,279.33,100,100,7.56,-112.01,0,100,100,100,100,0.13,0.84,51.2165,0.77
,17-Mar-23,99.88,99.47,0.1,10696.63,324.97,96.81,100,8.21,-113.36,0,96.97,100,100,100,0.43,2.65,40.3998,0.74
,18-Mar-23,,,,,,,,,,,,,,,,,,
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0375A_A,16-Mar-23,99.94,99.88,0.01,4996.85,375.78,100,100,8.67,-114.79,0,100,100,100,100,0.14,0.2,123.8531,4.23
,17-Mar-23,99.98,99.87,0.04,4334.92,565.7,100,100,8.4,-114.93,8.33,100,100,100,100,0.37,0.14,123.4562,3.58
,18-Mar-23,99.92,99.87,0.04,6885.21,279.55,96.55,100,8.78,-114.63,0,95.7,100,,100,0.02,0.06,131.0339,4.34
,19-Mar-23,99.98,99.84,0.03,6523.19,680.18,95.24,100,8.56,-114.84,0,100,100,100,97.34,0.33,0.45,148.3175,3.29
,20-Mar-23,99.98,99.92,0.01,5210.25,509.36,100,100,8.5,-115.08,0,122.81,100,,100,0.16,0.15,115.7882,3.76
CH_E_T2_HS_HPSC0375B_B,16-Mar-23,99.91,99.73,0.05,2784.73,315.17,100,100,6.41,-113.22,0,98.77,100,100,100,0.24,0.85,84.0448,1.57
,17-Mar-23,99.87,99.87,0.07,2450.91,294.82,100,100,6.34,-114.64,0,98.35,100,100,100,0.46,0.75,86.0473,2.03
,18-Mar-23,99.98,99.97,0,9694.09,368.06,100,100,7.89,-113.2,0,100,100,,100,0.26,0.27,92.2569,1.53
,19-Mar-23,99.88,99.97,0.01,5314.54,426.99,100,100,6.87,-114.59,0,98.25,100,,100,0.24,0.33,104.8822,1.86
,20-Mar-23,99.82,99.8,0.05,4424.16,228.25,100,100,6.95,-114.79,0,250,100,100,99.29,0.31,0.52,88.6154,2.05
CH_E_T2_HS_HPSC0375C_C,16-Mar-23,99.96,99.96,0.04,5610.42,497.14,98.96,100,7.21,-114.01,0,100,100,100,100,1,0.22,71.7336,1.41
,17-Mar-23,99.9,99.92,0.04,4629.98,543.67,97.56,100,6.73,-114.1,0,100,100,100,100,0.69,13.64,66.1902,1.09
,18-Mar-23,99.73,99.71,0.16,5637.84,426.92,94.24,100,6.97,-113.8,0,101.81,100,100,99.07,0.6,4.74,76.7245,1.28
,19-Mar-23,99.67,99.66,0.05,3783.55,486.49,90.54,100,6.8,-114.03,0,100,100,100,99.17,2.32,0.49,84.9416,0.73
,20-Mar-23,99.81,99.81,0.07,7811.33,456.09,89.09,100,6.98,-114.08,0,100,100,100,99.24,0.4,1.24,80.4585,1.31
CH_E_T2_HS_HPSC0376A_A,16-Mar-23,99.91,99.94,0.01,1350.1,141.41,97.4,100,7.5,-110.99,0,100,100,100,100,0.2,1.05,88.0995,49.31
,17-Mar-23,99.96,99.91,0.03,1007.22,129.76,97.21,100,7.16,-113.09,0,100,100,98.73,100,0.22,0.31,91.8562,48.25
,18-Mar-23,100,99.98,0.07,2493.64,263.31,98.43,100,7.79,-113.4,0,100,100,98.68,100,0.34,0.83,101.2737,54.03
,19-Mar-23,99.98,99.91,0.02,2429.28,242.73,98.67,95.24,7.81,-113.09,0,100,100,98.31,100,0.26,0.33,108.5199,49.05
,20-Mar-23,99.91,99.99,0,1072.75,111.17,88.39,100,7.15,-113.2,0,100,100,100,100,0.54,0.48,88.6373,58.39
CH_E_T2_HS_HPSC0376B_B,16-Mar-23,99.91,99.82,0.05,1819.35,286.38,97.36,100,6.58,-99.41,0,100,100,95.83,100,0.32,0.17,40.6681,45.53
,17-Mar-23,99.88,99.81,0.08,1821.23,328.63,96.27,100,6.71,-114.66,0,100,100,97.44,100,0.31,0.12,60.3023,54.4
,18-Mar-23,99.86,99.88,0.08,1567.84,273.21,97.36,100,6.69,-113.54,0,100,100,96.84,100,0.35,0.11,61.6462,60.98
,19-Mar-23,99.9,99.64,0.06,2083.3,427.73,95.83,100,6.79,-114.42,0,100,100,97.01,100,0.5,0.14,57.8333,41.81
,20-Mar-23,99.81,99.87,0.15,1364.75,176.89,94.65,100,5.94,-114.67,0,93.55,100,99,100,0.59,0.32,66.2373,58.79
CH_E_T2_HS_HPSC0376C_C,16-Mar-23,99.98,99.83,0.07,2648.01,274.54,98.98,100,8.78,-103.7,0,100,100,100,100,0.1,4.77,107.0708,83.54
,17-Mar-23,99.94,99.87,0.08,6589,353.31,97.7,100,9.49,-111.72,0,96.67,100,96.74,100,0.42,0.15,121.0595,80.03
,18-Mar-23,99.85,99.92,0.02,3956.49,293.64,97.16,100,9.4,-111.72,0,100,100,98.86,100,0.29,0.14,123.3867,95.71
,19-Mar-23,99.88,99.81,0.01,2374.53,226.63,97.49,100,8.46,-111.97,0,100,100,100,100,0.19,0.26,128.9929,75.63
,20-Mar-23,99.9,99.75,0.18,2496.77,163.73,98.42,100,9,-111.89,0,100,99.69,100,100,0.17,0.16,119.469,80.03
CH_E_T2_HS_HPSC0377A_A,16-Mar-23,100,99.98,0.04,12023.71,630.63,100,100,9.61,-116.3,0,100,100,100,100,0.14,2.18,80.404,3.41
,17-Mar-23,99.98,99.97,0.01,12224.19,547.55,100,100,9.69,-116.38,0,100,100,100,100,0.2,0.16,90.007,3.95
,18-Mar-23,99.98,99.9,0.03,14769.71,506.83,100,100,9.63,-116.66,0,99.42,100,100,100,0.17,0.1,89.2623,3.96
,19-Mar-23,99.98,100,0,16281.91,1303.14,100,,10.18,-117.06,0,100,100,100,100,0.04,0.25,91.8683,3.87
,20-Mar-23,100,99.97,0.03,13193.46,494.36,100,100,9.64,-116.61,,100,100,,100,1.19,0.02,82.2088,3.86
CH_E_T2_HS_HPSC0377B_B,16-Mar-23,99.94,99.97,0.04,4379.59,356.26,100,100,7.33,-115.59,0,100,100,,98.98,0.15,0.65,74.3625,1.41
,17-Mar-23,99.97,99.97,0.06,7260.26,246.42,100,100,8.33,-116.21,0,100,100,,100,0.04,5.71,80.5073,2.43
,18-Mar-23,99.97,99.89,0.04,10475.05,851.31,100,100,8.34,-115.61,0,98.77,100,100,99.21,0.21,0.26,78.3038,1.36
,19-Mar-23,99.96,99.82,0.04,4696.51,265.71,100,100,7.4,-116.45,0,98.73,100,100,100,0.14,0.13,91.6171,1.3
,20-Mar-23,99.95,99.88,0.02,3294.05,306.43,100,100,7.34,-116.44,0,100,100,,100,0.06,0.26,78.3945,1.71
CH_E_T2_HS_HPSC0377C_C,16-Mar-23,99.88,99.91,0.02,8308.98,420.28,97.73,100,6.95,-116.2,11.11,98.37,100,,100,0.39,1.49,51.7766,2.56
,17-Mar-23,99.91,99.86,0.02,8521.53,280.35,100,100,7.65,-116.35,0,95.38,100,100,100,0.08,0.52,63.8424,3.84
,18-Mar-23,99.95,99.84,0.09,9429.75,299.1,100,100,7.81,-115.91,0,99.33,100,100,100,0.42,0.6,62.755,2.39
,19-Mar-23,99.95,99.77,0.08,10914.58,397.84,98.03,100,7.97,-116.66,0,98.95,100,,100,0.05,5.71,61.4102,2.81
,20-Mar-23,99.92,99.22,0.34,9492.82,203.66,100,,7.08,-116.47,0,100,100,100,100,0.32,0.44,52.251,2.88
CH_E_T2_HS_HPSC0380A_A,16-Mar-23,100,99.83,0,6600.56,350.48,98.65,100,7.04,-113.65,0,100,100,100,100,1.12,0.75,51.6672,23.34
,17-Mar-23,99.91,99.92,0.13,4003.07,235.7,99.82,100,6.35,-113.84,0,100,100,100,100,0.37,0.47,48.7382,27.6
,18-Mar-23,99.95,99.82,0.16,7174.03,331.43,99.39,100,7.12,-114.12,0,100,100,97.44,100,0.94,0.53,44.4988,23.34
,19-Mar-23,99.87,100,0.18,6415.17,564.01,98.97,100,6.54,-114.24,0,100,100,96.67,100,0.4,0.37,73.4537,30.22
,20-Mar-23,99.96,99.71,0,2764.39,149.99,99.51,100,6.18,-114.39,0.95,100,100,100,100,0.22,0.21,52.1299,36.7
CH_E_T2_HS_HPSC0380B_B,16-Mar-23,99.87,99.78,0.01,5827.64,328.74,90.96,100,7.92,-112.65,0.33,100,100,95.35,88.89,0.58,0.88,102.2107,70.36
,17-Mar-23,99.86,99.66,0.05,3887.38,145.72,92.74,100,7.32,-112.17,0.48,97.44,100,97.71,100,0.44,0.26,107.7008,74.33
,18-Mar-23,99.93,99.85,0.06,5559.87,323.33,96.46,100,7.77,-113.01,0,98.55,100,98.37,100,0.51,0.47,98.7415,70.96
,19-Mar-23,99.86,99.75,0.05,5238.71,232.8,95.93,100,7.53,-112.48,0,100,100,100,100,0.59,0.42,100.2775,55.12
,20-Mar-23,99.64,99.66,0.1,5454.02,208.63,96.77,100,7.86,-113.27,0,98.85,100,95.4,100,0.73,0.47,100.2954,72.93
CH_E_T2_HS_HPSC0380C_C,16-Mar-23,99.94,99.9,0.07,6797.09,240.48,98.34,100,7.09,-114.1,0,100,100,100,,0.63,0.57,45.5579,30.65
,17-Mar-23,100,99.91,0.05,6387.77,257.08,97.82,,6.46,-114.2,0,100,100,100,100,0.71,0.83,35.2189,25.69
,18-Mar-23,99.91,99.92,0.08,6765.12,164.54,99.51,100,6.84,-114.5,0,100,100,97.67,100,0.47,0.41,42.8918,27.9
,19-Mar-23,99.96,100,0.21,5833.4,170.19,99.12,100,6.26,-114.47,0,93.33,100,96.88,100,0.9,1.36,51.617,26.69
,20-Mar-23,99.84,99.91,0.03,3288.89,235.62,99.57,100,6.09,-114.67,0,100,100,100,,0.79,0.61,36.514,24.77
CH_E_T2_HS_HPSC0381A_A,16-Mar-23,99.86,99.87,0.04,5279.44,349.21,100,100,7.54,-115.33,0,97.84,100,100,100,0.21,0.07,87.0338,10.81
,17-Mar-23,99.81,99.85,0.02,8075.21,338.34,99.18,100,8.46,-115.24,5,99.7,99.56,100,99.51,0.69,0.1,91.2902,11.6
,18-Mar-23,99.91,99.88,0.06,6887.09,284.01,98.98,100,8.06,-115.3,0,98.55,100,100,100,0.16,0.01,92.0745,8.82
,19-Mar-23,99.87,99.89,0.06,7950.67,299.03,98.41,100,8.78,-115.23,0,100,100,100,100,0.94,0.11,104.1035,3.26
,20-Mar-23,99.92,99.7,0.1,4298.49,325.78,96.36,100,7.71,-115.37,0,100,100,100,99.53,0.2,0.14,89.7782,7.72
CH_E_T2_HS_HPSC0381B_B,16-Mar-23,99.98,99.8,0.03,3969.6,252.9,98.98,100,7.37,-114.31,0,99.37,100,100,100,0.56,1.4,96.0888,4.67
,17-Mar-23,99.9,99.81,0.11,6070.3,251.48,99.35,100,7.64,-115.13,0,99.46,100,100,99.31,0.39,10.39,99.5654,3.64
,18-Mar-23,99.77,99.59,0.23,4369.25,171.89,99.19,100,7.76,-114.47,0,105.26,100,100,100,0.56,0.13,94.6578,4.06
,19-Mar-23,99.9,99.84,0.15,5642.15,145.89,100,100,7.33,-115.33,0,100,100,100,100,0.25,1.54,109.3464,2.14
,20-Mar-23,99.94,99.75,0.05,3937.75,206.07,100,100,7.07,-115.16,0,96.35,100,100,100,1,0.91,98.2628,3.07
CH_E_T2_HS_HPSC0381C_C,16-Mar-23,99.9,99.9,0.02,6904.15,432.8,97.54,91.67,9.79,-112.48,0,100,100,100,100,0.57,0.63,114.3661,8.64
,17-Mar-23,99.91,99.88,0.06,9533.59,331.2,98.39,100,9.89,-112.65,0,98.88,99.64,100,100,0.78,0.08,116.198,6.92
,18-Mar-23,99.96,99.87,0.06,6894.47,317.3,100,100,9.34,-112.83,0,100,99.66,100,100,0.81,0.18,126.5807,6.84
,19-Mar-23,99.96,99.59,0.09,8861.78,377.39,100,100,9.66,-113.52,0,100,100,,100,0.55,0.24,127.7423,3.43
,20-Mar-23,99.98,99.87,0.04,5847.12,409.69,100,100,9.36,-112.94,0,100,99.68,100,100,0.6,0.17,124.6064,7.85
CH_E_T2_HS_HPSC0382A_A,16-Mar-23,99.87,99.88,0.07,7809.61,205.87,99.59,100,9.45,-113.91,0,99.67,100,99.35,,0.14,0.21,139.3486,136.79
,17-Mar-23,99.98,100,0,8327.26,335.89,98.86,100,8.6,-113.89,0,100,100,99.37,,0.13,0.17,149.4243,137.75
,18-Mar-23,99.97,99.92,0.03,5614.51,179.89,97.75,100,9.07,-113.76,0,100,100,99.4,,0.16,0.32,154.6429,158.81
,19-Mar-23,99.95,99.94,0.04,5394.91,216.04,97.99,100,8.3,-114.28,0,100,100,98.46,,0.2,0.09,150.9474,104.9
,20-Mar-23,99.95,99.93,0.07,7654.67,253.98,97.36,100,8.99,-114.51,0,99.37,100,98.9,,0.09,0.21,158.5092,151.49
CH_E_T2_HS_HPSC0382B_B,16-Mar-23,99.88,99.87,0,16101.23,526.79,96.29,100,10.4,-113.52,0,100,100,100,,0.1,0.05,82.2915,61.17
,17-Mar-23,99.95,99.92,0.03,11623.14,207.19,91.46,100,9.8,-114.21,0,100,98.95,100,,0.16,0.15,85.1069,62.35
,18-Mar-23,99.97,99.97,0.07,10304.5,210.88,95.51,100,9.76,-113.69,0,100,100,100,,0.13,0.03,85.1704,51.66
,19-Mar-23,99.97,99.98,0.09,12104.14,336.52,93.86,100,9.84,-113.91,0,100,100,100,,0.17,0.09,96.2088,54.02
,20-Mar-23,99.93,100,0.05,11973.37,221.91,90.7,100,9.41,-114.53,0,97.37,100,100,,0.15,0.07,90.0802,67.88
CH_E_T2_HS_HPSC0382C_C,16-Mar-23,99.83,99.83,0.08,5873.31,195.24,97.93,100,8.36,-113.82,0,98.94,100,100,,0.28,0.24,109.884,98.86
,17-Mar-23,99.92,99.86,0.06,5018.59,274.47,97.58,100,7.96,-114.54,0,97.62,100,100,,0.23,0.31,110.1183,94.78
,18-Mar-23,99.91,99.75,0.12,4580.85,93.35,96.28,100,7.9,-113.78,0.55,94.29,99.76,100,,0.25,0.51,105.4149,96.86
,19-Mar-23,99.92,99.84,0.03,5792.47,234.95,96.28,100,8.05,-114.8,0,100,100,100,,0.14,0.2,116.9771,72.23
,20-Mar-23,99.84,99.9,0.04,2370.52,248.51,98.81,100,8.05,-115.02,0,100,100,100,,0.21,0.75,115.773,100.06
CH_E_T2_HS_HPSC0383A_A,16-Mar-23,99.83,99.68,0.02,7757.83,626.11,97.89,100,9,-115.05,0,98.97,99.67,100,100,0.21,1.88,107.9589,5.14
,17-Mar-23,99.75,99.58,0.13,7614.43,489.05,99.31,100,8.61,-115.2,0,99.03,100,100,100,0.74,0.94,111.7668,7.57
,18-Mar-23,99.82,99.7,0.15,11709.62,341.48,98.34,100,9.5,-114.98,2.78,99.28,100,100,100,0.75,5.64,111.8446,6.69
,19-Mar-23,99.84,99.87,0.07,11050.17,763.29,99.45,100,9.75,-115.41,0,100,100,100,100,0.2,1.09,123.8406,6.93
,20-Mar-23,99.74,99.74,0.12,5312.55,399.09,97.8,100,8.66,-115.05,0,99.53,100,100,100,0.26,3.03,106.6553,5.69
CH_E_T2_HS_HPSC0383B_B,16-Mar-23,99.73,99.76,0.03,3466.01,331.59,94.94,100,7.61,-113.23,0,100,100,100,99.57,3.62,0.34,93.8176,6.16
,17-Mar-23,99.78,99.79,0.07,3658.74,314.27,97.81,100,7.28,-114.39,0,100,100,100,100,0.44,0.57,102.0167,6.1
,18-Mar-23,99.81,99.87,0.03,2882.57,246.17,100,100,7.49,-113.46,0,99.45,100,100,100,3.96,0.11,104.3161,5.72
,19-Mar-23,99.83,99.82,0.06,3998.72,346.87,98.32,100,7.67,-114.44,0,100,100,100,100,0.48,0.77,119.8693,6.71
,20-Mar-23,99.86,99.64,0.13,3728.96,263.44,96.88,100,6.93,-114.19,0,99.41,100,100,100,8.89,4.29,95.3369,8.99
CH_E_T2_HS_HPSC0383C_C,16-Mar-23,99.83,99.59,0.66,7021.73,247.11,100,100,7.85,-113.71,0,98.84,100,100,100,0.17,0.11,63.1323,7.09
,17-Mar-23,99.97,99.93,0.05,5420.98,309.39,88.24,100,8.06,-113.88,0,100,100,100,100,0.14,0.13,75.0363,6.97
,18-Mar-23,99.78,99.57,0.14,12434.49,289.58,98.8,100,8.92,-113.5,0,98.98,100,100,100,0.06,0.35,77.3907,8.54
,19-Mar-23,99.55,99.76,0.05,12098.25,432.1,98.11,100,8.67,-113.88,0,100,100,100,100,0.05,0.16,84.2392,4.95
,20-Mar-23,100,99.8,0.01,5825.67,301.7,88.89,100,7.5,-114.08,0,100,100,100,100,0.09,0.15,70.1522,9.04
CH_E_T2_HS_HPSC0386A_A,16-Mar-23,100,99.92,0,3949.08,606.27,96.33,100,6.54,-115.93,0,100,100,100,,0.21,0.21,34.7965,20.63
,17-Mar-23,100,99.93,0.04,6699.14,481.81,94.64,100,8,-116.26,0,100,100,100,,0.09,0.07,37.6908,24.78
,18-Mar-23,100,99.91,0,3703.89,713.98,99.03,100,7.16,-116.03,0,100,100,100,,0.07,0.11,35.6816,25.61
,19-Mar-23,99.81,100,0.03,5002.53,246.48,97,100,6.95,-116.35,0,100,100,100,,0.1,0.19,29.7259,14.26
,20-Mar-23,100,100,0.03,3813.19,586.48,96.75,100,7.13,-115.33,0,100,100,100,,0.11,0.59,35.5158,27.57
CH_E_T2_HS_HPSC0386B_B,16-Mar-23,99.69,99.9,0,9188.12,596.62,97.31,100,8.82,-115.26,0,100,100,96.61,100,0.38,0.11,44.6738,33.48
,17-Mar-23,99.88,99.83,0.02,12575.36,637.03,96.41,100,9,-115.76,0,96.15,100,96.3,50,0.24,0.05,50.6025,35.96
,18-Mar-23,99.85,99.96,0.02,6891.42,583.11,98,100,8.76,-115.51,0,92.86,100,96,,0.22,0.06,51.9639,32.5
,19-Mar-23,99.86,99.83,0.1,8837.23,826.54,97.68,100,9.07,-116.02,0,100,100,100,100,0.21,0.17,49.9853,24.53
,20-Mar-23,99.96,99.72,0.03,11801.03,450.34,97.31,100,8.96,-115.7,0,100,100,100,100,0.15,0.03,49.5541,35.64
CH_E_T2_HS_HPSC0386C_C,16-Mar-23,100,100,0,15769.04,899.82,98.77,100,9.57,-115.25,0,,100,100,,0.19,0.05,26.2624,15.44
,17-Mar-23,100,99.92,0,9793.09,432.49,99.33,100,8.43,-115.41,0,100,100,,,0,0,24.0359,8.08
,18-Mar-23,99.92,99.91,0.09,10020.69,211.99,99.4,100,8.88,-114.97,0,100,100,100,,0.08,0.09,26.4788,13.21
,19-Mar-23,99.94,100,0.03,9353.02,835.89,100,100,8.75,-115.51,0,100,100,100,,0.09,0.3,20.6525,8.71
,20-Mar-23,99.9,99.57,0.11,18541.04,1070.56,100,100,10.16,-115.58,0,100,100,100,,0.11,0.03,32.4191,14.64
CH_E_T2_HS_HPSC0388A_A,16-Mar-23,100,99.7,0.07,3828.8,422.63,100,100,6.47,-114.32,0,100,100,100,100,0.99,1.02,84.4928,1.87
,17-Mar-23,99.82,99.63,0.09,3137.26,273.83,100,100,6.19,-114.45,0,98.73,100,66.67,100,1.34,1.76,81.0923,1.73
,18-Mar-23,99.86,99.69,0.05,3388.74,367.71,100,100,6.46,-114.59,0,103.23,100,100,100,0.63,0.15,84.4737,2.42
,19-Mar-23,99.98,99.73,0.31,3319.62,436.61,100,100,5.76,-115.09,0,104.76,99.13,100,100,1.31,0.23,86.9043,1.45
,20-Mar-23,99.91,99.75,0.03,5148.12,414.91,100,100,6.39,-114.91,0,106.42,100,100,99.38,0.68,0.23,73.707,1.88
CH_E_T2_HS_HPSC0388B_B,16-Mar-23,99.91,99.92,0,4171.9,653.34,100,100,7.04,-115.13,0,100,100,100,100,0.06,0.09,75.6356,2.21
,17-Mar-23,99.97,100,0.01,4299.61,842.41,100,100,6.83,-115.76,0,95.95,100,,100,0.07,0.03,93.1243,1.94
,18-Mar-23,99.96,99.92,0.04,4947.43,810.94,99.19,100,7.39,-115.74,0,97.99,100,97.06,100,0.48,1.42,91.4101,2.21
,19-Mar-23,100,99.93,0.02,8326.08,679.68,98.6,100,9.08,-116.31,0,100,100,100,,0.12,0.03,108.9418,18.98
,20-Mar-23,99.97,99.91,0.11,11044.76,1205.07,98.44,100,9.39,-115.53,0,100,100,100,100,0.17,0.11,71.0166,47.47
CH_E_T2_HS_HPSC0388C_C,16-Mar-23,99.93,99.9,0.04,4842.18,226.91,100,100,7.6,-114.3,0,100,100,100,99.35,0.18,2.47,84.3791,3.09
